,card_id,session_id,syllabus_name,subject_name,chapter_number,sub_chapter_number,chapter_name,section,card_type,difficulty_level,prior_level,prior_num_attempts,prior_total_time_spent,prior_temporal_ratings,prior_retention_value,prior_exam_preparedness,prior_learning_efficiency,prior_abs_learning_efficiency,prior_attempt_time,attempt_timestamp,attempt_gap_num_days,rating,points_earned,time_spent_sec,next_level
4952,86272,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.1 - Concept of heat,question_answer,38,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:40:54,,E,39,19,L1
4953,86273,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.1 - Concept of heat,question_answer,21,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:41:10,,E,20,16,L1
4954,86274,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.1 - Concept of heat,question_answer,57,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:41:49,,E,51,40,L1
4955,86275,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,true_false,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:41:58,,E,4,9,L1
4956,86276,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,true_false,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:42:23,,H,-2,25,L0
4957,86277,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,true_false,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:42:31,,E,5,8,L1
4958,86278,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,true_false,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:42:43,,E,4,13,L1
4959,86279,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,fib,7,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:43:17,,P,1,35,L0
4960,86280,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,fib,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:43:27,,E,5,11,L1
4961,86281,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,fib,9,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:43:38,,E,10,11,L1
4962,86282,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:43:49,,E,3,12,L1
4963,86283,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,true_false,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:44:56,,E,4,16,L1
4964,86284,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:45:01,,E,4,6,L1
4965,86305,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,question_answer,93,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:48:07,,P,19,122,L0
4966,86324,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.6 - Consequences of anomalous expansion,question_answer,88,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:49:25,,E,71,78,L1
4967,86303,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,question_answer,70,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:51:51,,E,45,85,L1
4968,86309,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.3 - Thermal expansion,question_answer,49,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:52:57,,P,7,67,L0
4969,86301,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,question_answer,38,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:53:38,,E,32,41,L1
4970,86325,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.6 - Consequences of anomalous expansion,question_answer,31,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:54:42,,E,10,65,L1
4971,86300,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,question_answer,30,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:56:26,,E,10,92,L1
4972,86302,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,question_answer,21,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:57:01,,E,15,35,L1
4973,86304,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,question_answer,19,NS,0,0,,0.0,0.0,0,0,,2023-10-05 19:57:29,,E,16,28,L1
4974,86315,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.4 - Anomalous expansion of water,question_answer,17,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:00:14,,E,6,166,L1
4975,86326,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.6 - Consequences of anomalous expansion,question_answer,15,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:07:35,,H,-4,38,L0
4976,86327,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.6 - Consequences of anomalous expansion,question_answer,10,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:09:49,,E,3,92,L1
4977,86287,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,fib,7,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:10:27,,E,4,39,L1
4978,86288,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,fib,7,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:10:46,,E,6,19,L1
4979,86306,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.3 - Thermal expansion,fib,7,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:10:54,,E,8,9,L1
4980,86286,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,fib,7,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:11:02,,E,8,9,L1
4981,86311,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.4 - Anomalous expansion of water,fib,7,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:11:08,,E,8,7,L1
4982,86318,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.5 - Hope's experiment,fib,7,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:11:42,,E,4,34,L1
4983,86298,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,true_false,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:15:18,,E,4,16,L1
4984,86299,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,true_false,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:15:54,,H,-2,36,L0
4985,86270,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.1 - Concept of heat,fib,5,L0,1,36,H,0.0,0.0,0,0,2023-10-05 19:40:30,2023-10-05 20:16:12,0.0,E,0,18,L0
4986,86292,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,true_false,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:16:18,,E,5,7,L1
4987,86285,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,true_false,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:16:23,,E,10,6,MAS
4988,86265,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.1 - Concept of heat,fib,5,L0,1,20,H,0.0,0.0,0,0,2023-10-05 19:13:41,2023-10-05 20:16:31,0.0,E,0,8,L0
4989,86310,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.4 - Anomalous expansion of water,fib,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:16:42,,E,5,11,L1
4990,86314,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.4 - Anomalous expansion of water,fib,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:16:50,,E,5,9,L1
4991,86326,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.6 - Consequences of anomalous expansion,question_answer,15,L0,1,38,H,0.0,0.0,0,0,2023-10-05 20:07:35,2023-10-05 20:17:17,0.0,E,0,27,L0
4992,86317,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.5 - Hope's experiment,true_false,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:17:24,,E,5,7,L1
4993,86319,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.5 - Hope's experiment,fib,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:17:29,,E,5,6,L1
4994,86323,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.6 - Consequences of anomalous expansion,true_false,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:17:33,,E,10,4,MAS
4995,86328,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:17:42,,E,5,9,L1
4996,86329,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:17:47,,E,5,6,L1
4997,86279,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,fib,7,L0,1,35,P,0.0,0.0,50,50,2023-10-05 19:43:17,2023-10-05 20:17:55,0.0,E,0,9,L0
4998,86299,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,true_false,5,L0,1,36,H,0.0,0.0,0,0,2023-10-05 20:15:54,2023-10-05 20:18:03,0.0,E,0,9,L0
4999,86330,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:18:10,,H,-1,7,L0
5000,86331,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:18:15,,E,5,6,L1
5001,86332,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:18:21,,E,5,6,L1
5002,86305,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,question_answer,93,L0,1,122,P,0.0,0.0,50,50,2023-10-05 19:48:07,2023-10-05 20:18:50,0.0,E,0,30,L0
5003,86333,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:19:06,,E,4,16,L1
5004,86309,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.3 - Thermal expansion,question_answer,49,L0,1,67,P,0.0,0.0,50,50,2023-10-05 19:52:57,2023-10-05 20:20:35,0.0,E,0,90,L0
5005,86335,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:21:13,,E,4,12,L1
5006,86336,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:21:20,,E,5,7,L1
5007,86337,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:21:29,,E,4,10,L1
5008,86338,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:21:34,,E,5,5,L1
5009,86330,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,L0,1,7,H,0.0,0.0,0,0,2023-10-05 20:18:10,2023-10-05 20:21:42,0.0,H,-1,8,L0
5010,86339,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:22:04,,E,3,23,L1
5011,86340,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:22:10,,E,5,7,L1
5012,86341,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:22:21,,E,4,11,L1
5013,86342,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:22:27,,H,-1,7,L0
5014,86343,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:22:35,,H,-1,8,L0
5015,86269,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.1 - Concept of heat,true_false,5,L0,1,10,H,0.0,0.0,0,0,2023-10-05 19:39:55,2023-10-05 20:22:45,0.0,H,-1,11,L0
5016,86344,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:23:01,,E,4,17,L1
5017,86330,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,L0,2,15,HH,0.0,0.0,0,0,2023-10-05 20:21:42,2023-10-05 20:23:08,0.0,E,0,7,L0
5018,86276,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,true_false,5,L0,1,25,H,0.0,0.0,0,0,2023-10-05 19:42:23,2023-10-05 20:24:26,0.0,E,0,79,L0
5019,86345,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:24:40,,E,4,15,L1
5020,86342,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,L0,1,7,H,0.0,0.0,0,0,2023-10-05 20:22:27,2023-10-05 20:24:48,0.0,E,0,8,L0
5021,86343,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.7 - Exercises,multi_choice,5,L0,1,8,H,0.0,0.0,0,0,2023-10-05 20:22:35,2023-10-05 20:25:00,0.0,E,0,13,L0
5022,86269,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.1 - Concept of heat,true_false,5,L0,2,21,HH,0.0,0.0,0,0,2023-10-05 20:22:46,2023-10-05 20:25:12,0.0,E,0,13,L0
5023,86289,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:25:27,,E,3,15,L1
5024,86296,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:31:11,,E,1,99,L1
5025,86312,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.4 - Anomalous expansion of water,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:31:37,,H,0,27,L0
5026,86313,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.4 - Anomalous expansion of water,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:31:48,,E,3,11,L1
5027,86293,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:31:54,,E,4,6,L1
5028,86290,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:31:59,,E,4,5,L1
5029,86316,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.5 - Hope's experiment,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:32:08,,E,3,10,L1
5030,86312,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.4 - Anomalous expansion of water,fib,3,L0,1,27,H,0.0,0.0,0,0,2023-10-05 20:31:37,2023-10-05 20:32:14,0.0,E,0,7,L0
5031,86294,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:32:28,,E,3,14,L1
5032,86297,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:32:34,,E,4,6,L1
5033,86307,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.3 - Thermal expansion,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:32:41,,E,4,8,L1
5034,86322,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.6 - Consequences of anomalous expansion,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:32:46,,E,4,6,L1
5035,86308,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.3 - Thermal expansion,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:32:52,,E,4,7,L1
5036,86291,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:32:58,,E,4,6,L1
5037,86295,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.2 - Concept of temperature,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:33:19,,E,3,21,L1
5038,86264,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.1 - Concept of heat,fib,3,L0,1,31,H,0.0,0.0,0,0,2023-10-05 19:13:22,2023-10-05 20:33:30,0.0,E,0,12,L0
5039,86320,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.5 - Hope's experiment,question_answer,0,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:33:38,,E,0,8,L1
5040,86321,29921,Class-9,Physics,6,1,Heat and Energy - Concepts (qa),A.5 - Hope's experiment,question_answer,0,NS,0,0,,0.0,0.0,0,0,,2023-10-05 20:33:41,,E,0,4,L1
5041,86059,29922,Class-9,Biology,11,1,Digestive system (qa),2.0 - The digestive system,question_answer,15,NS,0,0,,0.0,100.0,0,0,,2023-10-05 22:17:35,,E,13,17,L1
5042,86061,29922,Class-9,Biology,11,1,Digestive system (qa),2.1 - Mouth,question_answer,28,NS,0,0,,0.0,100.0,0,0,,2023-10-05 22:18:46,,E,9,71,L1
5043,86062,29922,Class-9,Biology,11,1,Digestive system (qa),2.1 - Mouth,question_answer,30,NS,0,0,,0.0,100.0,0,0,,2023-10-05 22:19:08,,E,28,23,L1
5044,86077,29922,Class-9,Biology,11,1,Digestive system (qa),2.2 - Teeth - dentation,question_answer,23,NS,0,0,,0.0,100.0,0,0,,2023-10-05 22:19:37,,E,19,30,L1
5045,86078,29922,Class-9,Biology,11,1,Digestive system (qa),2.2 - Teeth - dentation,question_answer,23,NS,0,0,,0.0,100.0,0,0,,2023-10-05 22:20:01,,E,20,24,L1
5046,86079,29922,Class-9,Biology,11,1,Digestive system (qa),2.2 - Teeth - dentation,question_answer,36,NS,0,0,,0.0,100.0,0,0,,2023-10-05 22:21:14,,E,36,74,L1
5047,86080,29922,Class-9,Biology,11,1,Digestive system (qa),2.2 - Teeth - dentation,question_answer,24,NS,0,0,,0.0,100.0,0,0,,2023-10-05 22:22:31,,E,8,77,L1
5048,86081,29922,Class-9,Biology,11,1,Digestive system (qa),2.2 - Teeth - dentation,question_answer,35,NS,0,0,,0.0,100.0,0,0,,2023-10-05 22:23:15,,E,29,32,L1
5049,86231,29922,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,question_answer,77,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:27:04,,E,78,30,L1
5050,86083,29922,Class-9,Biology,11,1,Digestive system (qa),2.2 - Teeth - dentation,question_answer,76,NS,0,0,,0.0,100.0,0,0,,2023-10-05 22:28:46,,E,31,103,L1
5051,86258,29922,Class-9,Biology,11,1,Digestive system (qa),2.4 - Salivary glands,question_answer,66,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:30:57,,P,6,131,L0
5052,86082,29923,Class-9,Biology,11,1,Digestive system (qa),2.2 - Teeth - dentation,question_answer,62,NS,0,0,,0.0,100.0,0,0,,2023-10-05 22:32:32,,H,-20,81,L0
5053,86220,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:32:39,,E,4,7,L1
5054,86221,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:32:49,,E,3,10,L1
5055,86222,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,fib,10,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:33:53,,P,1,65,L0
5056,86223,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:33:58,,E,4,5,L1
5057,86224,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,fib,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:34:20,,P,1,22,L0
5058,86225,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,true_false,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:34:30,,E,4,11,L1
5059,86226,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:34:39,,E,3,10,L1
5060,86227,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,true_false,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:34:45,,E,5,6,L1
5061,86228,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:35:00,,H,0,16,L0
5062,86229,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:35:33,,E,1,34,L1
5063,86230,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:35:38,,E,4,5,L1
5064,86232,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,question_answer,26,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:36:46,,H,-10,68,L0
5065,86082,29923,Class-9,Biology,11,1,Digestive system (qa),2.2 - Teeth - dentation,question_answer,62,L0,1,81,H,0.0,100.0,0,0,2023-10-05 22:32:33,2023-10-05 22:37:22,0.0,E,0,36,L0
5066,86233,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:37:26,,E,4,5,L1
5067,86234,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:37:32,,E,4,6,L1
5068,86235,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:37:36,,E,4,4,L1
5069,86236,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:37:46,,E,3,10,L1
5070,86256,29923,Class-9,Biology,11,1,Digestive system (qa),2.4 - Salivary glands,question_answer,44,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:39:14,,H,-18,89,L0
5071,86257,29923,Class-9,Biology,11,1,Digestive system (qa),2.4 - Salivary glands,question_answer,31,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:40:13,,P,9,60,L0
5072,86228,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,fib,3,L0,1,16,H,0.0,0.0,0,0,2023-10-05 22:35:00,2023-10-05 22:40:28,0.0,H,0,16,L0
5073,86239,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:40:34,,E,4,6,L1
5074,86240,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,fib,3,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:40:38,,E,4,4,L1
5075,86232,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,question_answer,26,L0,1,68,H,0.0,0.0,0,0,2023-10-05 22:36:46,2023-10-05 22:44:12,0.0,E,0,114,L0
5076,86241,29923,Class-9,Biology,11,1,Digestive system (qa),2.4 - Salivary glands,fib,7,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:44:35,,E,6,22,L1
5077,86242,29923,Class-9,Biology,11,1,Digestive system (qa),2.4 - Salivary glands,matching,27,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:44:48,,E,22,14,L1
5078,86259,29923,Class-9,Biology,11,1,Digestive system (qa),2.4 - Salivary glands,question_answer,28,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:45:03,,E,28,16,L1
5079,86243,29923,Class-9,Biology,11,1,Digestive system (qa),2.4 - Salivary glands,matching,27,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:45:18,,E,22,15,L1
5080,86256,29923,Class-9,Biology,11,1,Digestive system (qa),2.4 - Salivary glands,question_answer,44,L0,1,89,H,0.0,0.0,0,0,2023-10-05 22:39:14,2023-10-05 22:45:52,0.0,E,0,35,L0
5081,86262,29923,Class-9,Biology,11,1,Digestive system (qa),2.5 - Swallowing and Peristalsis,question_answer,19,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:46:06,,E,18,15,L1
5082,86263,29923,Class-9,Biology,11,1,Digestive system (qa),2.5 - Swallowing and Peristalsis,question_answer,19,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:46:24,,E,18,18,L1
5083,86245,29923,Class-9,Biology,11,1,Digestive system (qa),2.4 - Salivary glands,matching,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:46:29,,E,5,6,L1
5084,86224,29923,Class-9,Biology,11,1,Digestive system (qa),2.3 - Teeth - structure,fib,5,L0,1,22,P,0.0,0.0,50,50,2023-10-05 22:34:20,2023-10-05 22:46:38,0.0,E,0,10,L0
5085,86246,29923,Class-9,Biology,11,1,Digestive system (qa),2.4 - Salivary glands,matching,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:46:44,,E,5,6,L1
5086,86247,29923,Class-9,Biology,11,1,Digestive system (qa),2.4 - Salivary glands,matching,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:46:50,,E,5,6,L1
5087,86248,29923,Class-9,Biology,11,1,Digestive system (qa),2.4 - Salivary glands,matching,5,NS,0,0,,0.0,0.0,0,0,,2023-10-05 22:47:00,,E,4,11,L1
